icon_id,display_name,description,source_type,related_kind,related_id,matched_item_id,icon_path,icon_by_id_path,collision_types
4419,Icone 4419,,db_icon_unmapped,,,,all_icons_named_png/04419_icone_4419.png,all_icons_by_id_png/4419.png,db_asset
4420,Icone 4420,,db_icon_unmapped,,,,all_icons_named_png/04420_icone_4420.png,all_icons_by_id_png/4420.png,db_asset
4421,Icone 4421,,db_icon_unmapped,,,,all_icons_named_png/04421_icone_4421.png,all_icons_by_id_png/4421.png,db_asset
4422,Icone 4422,,db_icon_unmapped,,,,all_icons_named_png/04422_icone_4422.png,all_icons_by_id_png/4422.png,db_asset
4423,Icone 4423,,db_icon_unmapped,,,,all_icons_named_png/04423_icone_4423.png,all_icons_by_id_png/4423.png,db_asset
4424,Icone 4424,,db_icon_unmapped,,,,all_icons_named_png/04424_icone_4424.png,all_icons_by_id_png/4424.png,db_asset
4425,Icone 4425,,db_icon_unmapped,,,,all_icons_named_png/04425_icone_4425.png,all_icons_by_id_png/4425.png,db_asset
4426,Icone 4426,,db_icon_unmapped,,,,all_icons_named_png/04426_icone_4426.png,all_icons_by_id_png/4426.png,db_asset
4427,Icone 4427,,db_icon_unmapped,,,,all_icons_named_png/04427_icone_4427.png,all_icons_by_id_png/4427.png,db_asset
4428,Волшебный бутылек,,item_id_match,item,4428,4428,all_icons_named_png/04428_icon_4428.png,all_icons_by_id_png/4428.png,db_asset
4429,Icone 4429,,db_icon_unmapped,,,,all_icons_named_png/04429_icone_4429.png,all_icons_by_id_png/4429.png,db_asset
4430,Icone 4430,,db_icon_unmapped,,,,all_icons_named_png/04430_icone_4430.png,all_icons_by_id_png/4430.png,db_asset
4431,Icone 4431,,db_icon_unmapped,,,,all_icons_named_png/04431_icone_4431.png,all_icons_by_id_png/4431.png,db_asset
4432,Icone 4432,,db_icon_unmapped,,,,all_icons_named_png/04432_icone_4432.png,all_icons_by_id_png/4432.png,db_asset
4433,Icone 4433,,db_icon_unmapped,,,,all_icons_named_png/04433_icone_4433.png,all_icons_by_id_png/4433.png,db_asset
4434,Icone 4434,,db_icon_unmapped,,,,all_icons_named_png/04434_icone_4434.png,all_icons_by_id_png/4434.png,db_asset
4435,Poção de vida pequena,,item_id_match,item,4435,4435,all_icons_named_png/04435_pocao_de_vida_pequena.png,all_icons_by_id_png/4435.png,db_asset
4436,Poção de vida média,,item_id_match,item,4436,4436,all_icons_named_png/04436_pocao_de_vida_media.png,all_icons_by_id_png/4436.png,db_asset
4437,Icone 4437,,db_icon_unmapped,,,,all_icons_named_png/04437_icone_4437.png,all_icons_by_id_png/4437.png,db_asset
4438,Icone 4438,,db_icon_unmapped,,,,all_icons_named_png/04438_icone_4438.png,all_icons_by_id_png/4438.png,db_asset
4439,Icone 4439,,db_icon_unmapped,,,,all_icons_named_png/04439_icone_4439.png,all_icons_by_id_png/4439.png,db_asset
4440,Poção de vida grande,,item_id_match,item,4440,4440,all_icons_named_png/04440_pocao_de_vida_grande.png,all_icons_by_id_png/4440.png,db_asset
4441,Icone 4441,,db_icon_unmapped,,,,all_icons_named_png/04441_icone_4441.png,all_icons_by_id_png/4441.png,db_asset
4442,Múmia do necromante,,item_id_match,item,4442,4442,all_icons_named_png/04442_mumia_do_necromante.png,all_icons_by_id_png/4442.png,db_asset
4443,Escamas de cobra,,item_id_match,item,4443,4443,all_icons_named_png/04443_escamas_de_cobra.png,all_icons_by_id_png/4443.png,db_asset
4444,Língua de cobra,,item_id_match,item,4444,4444,all_icons_named_png/04444_lingua_de_cobra.png,all_icons_by_id_png/4444.png,db_asset
4445,Cauda de cobra,,item_id_match,item,4445,4445,all_icons_named_png/04445_cauda_de_cobra.png,all_icons_by_id_png/4445.png,db_asset
4446,Abrigo de fogo-fátuo,,item_id_match,item,4446,4446,all_icons_named_png/04446_abrigo_de_fogo-fatuo.png,all_icons_by_id_png/4446.png,db_asset
4447,Icone 4447,,db_icon_unmapped,,,,all_icons_named_png/04447_icone_4447.png,all_icons_by_id_png/4447.png,db_asset
4448,Icone 4448,,db_icon_unmapped,,,,all_icons_named_png/04448_icone_4448.png,all_icons_by_id_png/4448.png,db_asset
4449,Icone 4449,,db_icon_unmapped,,,,all_icons_named_png/04449_icone_4449.png,all_icons_by_id_png/4449.png,db_asset
4450,Icone 4450,,db_icon_unmapped,,,,all_icons_named_png/04450_icone_4450.png,all_icons_by_id_png/4450.png,db_asset
4451,Icone 4451,,db_icon_unmapped,,,,all_icons_named_png/04451_icone_4451.png,all_icons_by_id_png/4451.png,db_asset
4452,Icone 4452,,db_icon_unmapped,,,,all_icons_named_png/04452_icone_4452.png,all_icons_by_id_png/4452.png,db_asset
4453,Icone 4453,,db_icon_unmapped,,,,all_icons_named_png/04453_icone_4453.png,all_icons_by_id_png/4453.png,db_asset
4454,Icone 4454,,db_icon_unmapped,,,,all_icons_named_png/04454_icone_4454.png,all_icons_by_id_png/4454.png,db_asset
4455,Icone 4455,,db_icon_unmapped,,,,all_icons_named_png/04455_icone_4455.png,all_icons_by_id_png/4455.png,db_asset
4456,Icone 4456,,db_icon_unmapped,,,,all_icons_named_png/04456_icone_4456.png,all_icons_by_id_png/4456.png,db_asset
4457,Icone 4457,,db_icon_unmapped,,,,all_icons_named_png/04457_icone_4457.png,all_icons_by_id_png/4457.png,db_asset
4458,Icone 4458,,db_icon_unmapped,,,,all_icons_named_png/04458_icone_4458.png,all_icons_by_id_png/4458.png,db_asset
4459,Icone 4459,,db_icon_unmapped,,,,all_icons_named_png/04459_icone_4459.png,all_icons_by_id_png/4459.png,db_asset
4460,Icone 4460,,db_icon_unmapped,,,,all_icons_named_png/04460_icone_4460.png,all_icons_by_id_png/4460.png,db_asset
4461,Icone 4461,,db_icon_unmapped,,,,all_icons_named_png/04461_icone_4461.png,all_icons_by_id_png/4461.png,db_asset
4462,Icone 4462,,db_icon_unmapped,,,,all_icons_named_png/04462_icone_4462.png,all_icons_by_id_png/4462.png,db_asset
4463,Icone 4463,,db_icon_unmapped,,,,all_icons_named_png/04463_icone_4463.png,all_icons_by_id_png/4463.png,db_asset
4464,Icone 4464,,db_icon_unmapped,,,,all_icons_named_png/04464_icone_4464.png,all_icons_by_id_png/4464.png,db_asset
4465,Icone 4465,,db_icon_unmapped,,,,all_icons_named_png/04465_icone_4465.png,all_icons_by_id_png/4465.png,db_asset
4466,Icone 4466,,db_icon_unmapped,,,,all_icons_named_png/04466_icone_4466.png,all_icons_by_id_png/4466.png,db_asset
4467,Icone 4467,,db_icon_unmapped,,,,all_icons_named_png/04467_icone_4467.png,all_icons_by_id_png/4467.png,db_asset
4468,Cristal grande da ira,,item_id_match,item,4468,4468,all_icons_named_png/04468_cristal_grande_da_ira.png,all_icons_by_id_png/4468.png,db_asset
4469,Cristal grande de inspiração,,item_id_match,item,4469,4469,all_icons_named_png/04469_cristal_grande_de_inspiracao.png,all_icons_by_id_png/4469.png,db_asset
4470,Cristal mágico grande,,item_id_match,item,4470,4470,all_icons_named_png/04470_cristal_magico_grande.png,all_icons_by_id_png/4470.png,db_asset
4471,Cristal mágico grande,,item_id_match,item,4471,4471,all_icons_named_png/04471_cristal_magico_grande.png,all_icons_by_id_png/4471.png,db_asset
4472,Cristal grande da sabedoria,,item_id_match,item,4472,4472,all_icons_named_png/04472_cristal_grande_da_sabedoria.png,all_icons_by_id_png/4472.png,db_asset
4473,Cristal grande da harmonia,,item_id_match,item,4473,4473,all_icons_named_png/04473_cristal_grande_da_harmonia.png,all_icons_by_id_png/4473.png,db_asset
4474,Cristal grande da precisão,,item_id_match,item,4474,4474,all_icons_named_png/04474_cristal_grande_da_precisao.png,all_icons_by_id_png/4474.png,db_asset
4475,Cristal grande da mortalidade,,item_id_match,item,4475,4475,all_icons_named_png/04475_cristal_grande_da_mortalidade.png,all_icons_by_id_png/4475.png,db_asset
4476,Icone 4476,,db_icon_unmapped,,,,all_icons_named_png/04476_icone_4476.png,all_icons_by_id_png/4476.png,db_asset
4477,Cristal pequeno da vontade,,item_id_match,item,4477,4477,all_icons_named_png/04477_cristal_pequeno_da_vontade.png,all_icons_by_id_png/4477.png,db_asset
4478,Cristal pequeno da coragem,,item_id_match,item,4478,4478,all_icons_named_png/04478_cristal_pequeno_da_coragem.png,all_icons_by_id_png/4478.png,db_asset
4479,Poder do Espírito,,skill_icon,skill,358,,all_icons_named_png/04479_poder_do_espirito.png,all_icons_by_id_png/4479.png,"skill_icon,db_asset"
4480,Poder da Vida,,skill_icon,skill,357,,all_icons_named_png/04480_poder_da_vida.png,all_icons_by_id_png/4480.png,"skill_icon,db_asset"
4481,Icone 4481,,db_icon_unmapped,,,,all_icons_named_png/04481_icone_4481.png,all_icons_by_id_png/4481.png,db_asset
4482,Icone 4482,,db_icon_unmapped,,,,all_icons_named_png/04482_icone_4482.png,all_icons_by_id_png/4482.png,db_asset
4483,Icone 4483,,db_icon_unmapped,,,,all_icons_named_png/04483_icone_4483.png,all_icons_by_id_png/4483.png,db_asset
4484,Icone 4484,,db_icon_unmapped,,,,all_icons_named_png/04484_icone_4484.png,all_icons_by_id_png/4484.png,db_asset
4485,Icone 4485,,db_icon_unmapped,,,,all_icons_named_png/04485_icone_4485.png,all_icons_by_id_png/4485.png,db_asset
4486,Icone 4486,,db_icon_unmapped,,,,all_icons_named_png/04486_icone_4486.png,all_icons_by_id_png/4486.png,db_asset
4487,Icone 4487,,db_icon_unmapped,,,,all_icons_named_png/04487_icone_4487.png,all_icons_by_id_png/4487.png,db_asset
4488,Icone 4488,,db_icon_unmapped,,,,all_icons_named_png/04488_icone_4488.png,all_icons_by_id_png/4488.png,db_asset
4489,Icone 4489,,db_icon_unmapped,,,,all_icons_named_png/04489_icone_4489.png,all_icons_by_id_png/4489.png,db_asset
4490,Icone 4490,,db_icon_unmapped,,,,all_icons_named_png/04490_icone_4490.png,all_icons_by_id_png/4490.png,db_asset
4491,Grito de Fúria,"Atrai todos os inimigos próximos para perto do personagem, causando dano físico e aplicando um efeito de dano ao longo do tempo por um curto período.",skill_icon,skill,377,,all_icons_named_png/04491_grito_de_furia.png,all_icons_by_id_png/4491.png,"skill_icon,db_asset"
4492,МР20 - Событие - 6 стадия - Медведь,,skill_icon,skill,523,,all_icons_named_png/04492_20_-_-_6.png,all_icons_by_id_png/4492.png,"skill_icon,db_asset"
4493,Cristal bruto da fraude,,item_id_match,item,4493,4493,all_icons_named_png/04493_cristal_bruto_da_fraude.png,all_icons_by_id_png/4493.png,"skill_icon,db_asset"
4494,Cristal bruto da fúria,,item_id_match,item,4494,4494,all_icons_named_png/04494_cristal_bruto_da_furia.png,all_icons_by_id_png/4494.png,"skill_icon,db_asset"
4495,Cristal bruto da ira,,item_id_match,item,4495,4495,all_icons_named_png/04495_cristal_bruto_da_ira.png,all_icons_by_id_png/4495.png,"skill_icon,db_asset"
4496,Cristal bruto de inspiração,,item_id_match,item,4496,4496,all_icons_named_png/04496_cristal_bruto_de_inspiracao.png,all_icons_by_id_png/4496.png,"skill_icon,db_asset"
4497,Cristal bruto da vontade,,item_id_match,item,4497,4497,all_icons_named_png/04497_cristal_bruto_da_vontade.png,all_icons_by_id_png/4497.png,"skill_icon,db_asset"
4498,Cristal Bruto da Coragem,,item_id_match,item,4498,4498,all_icons_named_png/04498_cristal_bruto_da_coragem.png,all_icons_by_id_png/4498.png,"skill_icon,db_asset"
4499,Cristal mágico bruto,,item_id_match,item,4499,4499,all_icons_named_png/04499_cristal_magico_bruto.png,all_icons_by_id_png/4499.png,"skill_icon,db_asset"
4500,Cristal mágico bruto,,item_id_match,item,4500,4500,all_icons_named_png/04500_cristal_magico_bruto.png,all_icons_by_id_png/4500.png,db_asset
4501,Cristal bruto da sabedoria,,item_id_match,item,4501,4501,all_icons_named_png/04501_cristal_bruto_da_sabedoria.png,all_icons_by_id_png/4501.png,"skill_icon,db_asset"
4502,Cristal bruto da precisão,,item_id_match,item,4502,4502,all_icons_named_png/04502_cristal_bruto_da_precisao.png,all_icons_by_id_png/4502.png,"skill_icon,db_asset"
4503,Cristal bruto da mortalidade,,item_id_match,item,4503,4503,all_icons_named_png/04503_cristal_bruto_da_mortalidade.png,all_icons_by_id_png/4503.png,"skill_icon,db_asset"
4504,Cristal bruto da harmonia,,item_id_match,item,4504,4504,all_icons_named_png/04504_cristal_bruto_da_harmonia.png,all_icons_by_id_png/4504.png,"skill_icon,db_asset"
4505,Cristal bruto da destreza,,item_id_match,item,4505,4505,all_icons_named_png/04505_cristal_bruto_da_destreza.png,all_icons_by_id_png/4505.png,"skill_icon,db_asset"
4506,Cristal bruto da penetração,,item_id_match,item,4506,4506,all_icons_named_png/04506_cristal_bruto_da_penetracao.png,all_icons_by_id_png/4506.png,db_asset
4507,Runa incompleta da força moral,,item_id_match,item,4507,4507,all_icons_named_png/04507_runa_incompleta_da_forca_moral.png,all_icons_by_id_png/4507.png,db_asset
4508,Runa incompleta da restauração,,item_id_match,item,4508,4508,all_icons_named_png/04508_runa_incompleta_da_restauracao.png,all_icons_by_id_png/4508.png,db_asset
4509,Runa incompleta da defesa,,item_id_match,item,4509,4509,all_icons_named_png/04509_runa_incompleta_da_defesa.png,all_icons_by_id_png/4509.png,db_asset
4510,Runa mágica incompleta,,item_id_match,item,4510,4510,all_icons_named_png/04510_runa_magica_incompleta.png,all_icons_by_id_png/4510.png,db_asset
4511,Runa mágica incompleta,,item_id_match,item,4511,4511,all_icons_named_png/04511_runa_magica_incompleta.png,all_icons_by_id_png/4511.png,db_asset
4512,Runa mágica incompleta,,item_id_match,item,4512,4512,all_icons_named_png/04512_runa_magica_incompleta.png,all_icons_by_id_png/4512.png,db_asset
4513,Runa incompleta da evasão,,item_id_match,item,4513,4513,all_icons_named_png/04513_runa_incompleta_da_evasao.png,all_icons_by_id_png/4513.png,db_asset
4514,Runa incompleta da reflexão,,item_id_match,item,4514,4514,all_icons_named_png/04514_runa_incompleta_da_reflexao.png,all_icons_by_id_png/4514.png,db_asset
4515,Runa de bloqueio incompleta,,item_id_match,item,4515,4515,all_icons_named_png/04515_runa_de_bloqueio_incompleta.png,all_icons_by_id_png/4515.png,db_asset
4516,Icone 4516,,db_icon_unmapped,,,,all_icons_named_png/04516_icone_4516.png,all_icons_by_id_png/4516.png,db_asset
4517,Icone 4517,,db_icon_unmapped,,,,all_icons_named_png/04517_icone_4517.png,all_icons_by_id_png/4517.png,db_asset
4518,Icone 4518,,db_icon_unmapped,,,,all_icons_named_png/04518_icone_4518.png,all_icons_by_id_png/4518.png,db_asset
4519,Icone 4519,,db_icon_unmapped,,,,all_icons_named_png/04519_icone_4519.png,all_icons_by_id_png/4519.png,db_asset
4520,Icone 4520,,db_icon_unmapped,,,,all_icons_named_png/04520_icone_4520.png,all_icons_by_id_png/4520.png,db_asset
4523,Icone 4523,,db_icon_unmapped,,,,all_icons_named_png/04523_icone_4523.png,all_icons_by_id_png/4523.png,db_asset
4524,Icone 4524,,db_icon_unmapped,,,,all_icons_named_png/04524_icone_4524.png,all_icons_by_id_png/4524.png,db_asset
4525,Icone 4525,,db_icon_unmapped,,,,all_icons_named_png/04525_icone_4525.png,all_icons_by_id_png/4525.png,db_asset
4526,Icone 4526,,db_icon_unmapped,,,,all_icons_named_png/04526_icone_4526.png,all_icons_by_id_png/4526.png,db_asset
4527,Icone 4527,,db_icon_unmapped,,,,all_icons_named_png/04527_icone_4527.png,all_icons_by_id_png/4527.png,db_asset
4528,Icone 4528,,db_icon_unmapped,,,,all_icons_named_png/04528_icone_4528.png,all_icons_by_id_png/4528.png,db_asset
4529,Icone 4529,,db_icon_unmapped,,,,all_icons_named_png/04529_icone_4529.png,all_icons_by_id_png/4529.png,db_asset
4530,Icone 4530,,db_icon_unmapped,,,,all_icons_named_png/04530_icone_4530.png,all_icons_by_id_png/4530.png,db_asset
4531,Icone 4531,,db_icon_unmapped,,,,all_icons_named_png/04531_icone_4531.png,all_icons_by_id_png/4531.png,db_asset
4532,Icone 4532,,db_icon_unmapped,,,,all_icons_named_png/04532_icone_4532.png,all_icons_by_id_png/4532.png,db_asset
4533,Ira do Gladiador,"Ataca o inimigo, causando dano mágico e aplicando Biólise por 40 segundos, reduzindo em 5% a Resiliência a cada 5 segundos. O dano causado é baseado no nível e no Poder Mágico do personagem. Não é possível usar na Arena. Só está disponível até o final da Temporada da Arena.",skill_icon,skill,393,,all_icons_named_png/04533_ira_do_gladiador.png,all_icons_by_id_png/4533.png,"skill_icon,db_asset"
4534,Auxílio da Alma Penada,"O Berserker é um espírito feroz, das ruínas rochosas, que está sempre preparado para compartilhar sua magia sangrenta e causar problemas aos inimigos. Habilidade disponível apenas durante a Noite Mediana.",skill_icon,skill,319,,all_icons_named_png/04534_auxilio_da_alma_penada.png,all_icons_by_id_png/4534.png,"skill_icon,db_asset"
4535,Assistência da Pedra-caranguejo,"A Pedra-caranguejo é um fóssil que data do início das eras, mas isso não a impediu de aprender a lutar e se tornar um oponente perigosíssimo. Habilidade disponível apenas durante a Noite Mediana.",skill_icon,skill,320,,all_icons_named_png/04535_assistencia_da_pedra-caranguejo.png,all_icons_by_id_png/4535.png,"skill_icon,db_asset"
4536,Icone 4536,,db_icon_unmapped,,,,all_icons_named_png/04536_icone_4536.png,all_icons_by_id_png/4536.png,db_asset
4537,Cidra âmbar,,item_id_match,item,4537,4537,all_icons_named_png/04537_cidra_ambar.png,all_icons_by_id_png/4537.png,db_asset
4538,Queijo temperado,,item_id_match,item,4538,4538,all_icons_named_png/04538_queijo_temperado.png,all_icons_by_id_png/4538.png,db_asset
4539,Mingau de mel,,item_id_match,item,4539,4539,all_icons_named_png/04539_mingau_de_mel.png,all_icons_by_id_png/4539.png,db_asset
4540,Presunto defumado,,item_id_match,item,4540,4540,all_icons_named_png/04540_presunto_defumado.png,all_icons_by_id_png/4540.png,"skill_icon,db_asset"
4541,Runa de bloqueio inferior,,item_id_match,item,4541,4541,all_icons_named_png/04541_runa_de_bloqueio_inferior.png,all_icons_by_id_png/4541.png,db_asset
4542,Runa de bloqueio distorcida,,item_id_match,item,4542,4542,all_icons_named_png/04542_runa_de_bloqueio_distorcida.png,all_icons_by_id_png/4542.png,db_asset
4543,Cristal pequeno da destreza,,item_id_match,item,4543,4543,all_icons_named_png/04543_cristal_pequeno_da_destreza.png,all_icons_by_id_png/4543.png,db_asset
4544,Cristal grande da destreza,,item_id_match,item,4544,4544,all_icons_named_png/04544_cristal_grande_da_destreza.png,all_icons_by_id_png/4544.png,db_asset
4545,Icone 4545,,db_icon_unmapped,,,,all_icons_named_png/04545_icone_4545.png,all_icons_by_id_png/4545.png,db_asset
4546,Semente da fúria,,item_id_match,item,4546,4546,all_icons_named_png/04546_semente_da_furia.png,all_icons_by_id_png/4546.png,db_asset
4547,Chifre de carneiro,,item_id_match,item,4547,4547,all_icons_named_png/04547_chifre_de_carneiro.png,all_icons_by_id_png/4547.png,db_asset
4548,Icone 4548,,db_icon_unmapped,,,,all_icons_named_png/04548_icone_4548.png,all_icons_by_id_png/4548.png,db_asset
4549,Icone 4549,,db_icon_unmapped,,,,all_icons_named_png/04549_icone_4549.png,all_icons_by_id_png/4549.png,db_asset
4550,Icone 4550,,db_icon_unmapped,,,,all_icons_named_png/04550_icone_4550.png,all_icons_by_id_png/4550.png,db_asset
4551,Icone 4551,,db_icon_unmapped,,,,all_icons_named_png/04551_icone_4551.png,all_icons_by_id_png/4551.png,db_asset
4552,Icone 4552,,db_icon_unmapped,,,,all_icons_named_png/04552_icone_4552.png,all_icons_by_id_png/4552.png,db_asset
4553,Icone 4553,,db_icon_unmapped,,,,all_icons_named_png/04553_icone_4553.png,all_icons_by_id_png/4553.png,db_asset
4554,Icone 4554,,db_icon_unmapped,,,,all_icons_named_png/04554_icone_4554.png,all_icons_by_id_png/4554.png,db_asset
4557,Icone 4557,,db_icon_unmapped,,,,all_icons_named_png/04557_icone_4557.png,all_icons_by_id_png/4557.png,db_asset
4558,Icone 4558,,db_icon_unmapped,,,,all_icons_named_png/04558_icone_4558.png,all_icons_by_id_png/4558.png,db_asset
4559,Icone 4559,,db_icon_unmapped,,,,all_icons_named_png/04559_icone_4559.png,all_icons_by_id_png/4559.png,db_asset
4560,Icone 4560,,db_icon_unmapped,,,,all_icons_named_png/04560_icone_4560.png,all_icons_by_id_png/4560.png,db_asset
4561,Icone 4561,,db_icon_unmapped,,,,all_icons_named_png/04561_icone_4561.png,all_icons_by_id_png/4561.png,db_asset
4562,Icone 4562,,db_icon_unmapped,,,,all_icons_named_png/04562_icone_4562.png,all_icons_by_id_png/4562.png,db_asset
4563,Icone 4563,,db_icon_unmapped,,,,all_icons_named_png/04563_icone_4563.png,all_icons_by_id_png/4563.png,db_asset
4564,Icone 4564,,db_icon_unmapped,,,,all_icons_named_png/04564_icone_4564.png,all_icons_by_id_png/4564.png,db_asset
4565,Icone 4565,,db_icon_unmapped,,,,all_icons_named_png/04565_icone_4565.png,all_icons_by_id_png/4565.png,db_asset
4566,Icone 4566,,db_icon_unmapped,,,,all_icons_named_png/04566_icone_4566.png,all_icons_by_id_png/4566.png,db_asset
4567,Galho de tomilho,,item_id_match,item,4567,4567,all_icons_named_png/04567_galho_de_tomilho.png,all_icons_by_id_png/4567.png,db_asset
4568,Icone 4568,,db_icon_unmapped,,,,all_icons_named_png/04568_icone_4568.png,all_icons_by_id_png/4568.png,db_asset
4569,Icone 4569,,db_icon_unmapped,,,,all_icons_named_png/04569_icone_4569.png,all_icons_by_id_png/4569.png,db_asset
4570,Icone 4570,,db_icon_unmapped,,,,all_icons_named_png/04570_icone_4570.png,all_icons_by_id_png/4570.png,db_asset
4571,Icone 4571,,db_icon_unmapped,,,,all_icons_named_png/04571_icone_4571.png,all_icons_by_id_png/4571.png,db_asset
4572,Icone 4572,,db_icon_unmapped,,,,all_icons_named_png/04572_icone_4572.png,all_icons_by_id_png/4572.png,db_asset
4573,Icone 4573,,db_icon_unmapped,,,,all_icons_named_png/04573_icone_4573.png,all_icons_by_id_png/4573.png,db_asset
4574,Icone 4574,,db_icon_unmapped,,,,all_icons_named_png/04574_icone_4574.png,all_icons_by_id_png/4574.png,db_asset
4575,Icone 4575,,db_icon_unmapped,,,,all_icons_named_png/04575_icone_4575.png,all_icons_by_id_png/4575.png,db_asset
4576,Icone 4576,,db_icon_unmapped,,,,all_icons_named_png/04576_icone_4576.png,all_icons_by_id_png/4576.png,db_asset
4577,Icone 4577,,db_icon_unmapped,,,,all_icons_named_png/04577_icone_4577.png,all_icons_by_id_png/4577.png,db_asset
4578,Icone 4578,,db_icon_unmapped,,,,all_icons_named_png/04578_icone_4578.png,all_icons_by_id_png/4578.png,db_asset
4579,Icone 4579,,db_icon_unmapped,,,,all_icons_named_png/04579_icone_4579.png,all_icons_by_id_png/4579.png,db_asset
4580,Icone 4580,,db_icon_unmapped,,,,all_icons_named_png/04580_icone_4580.png,all_icons_by_id_png/4580.png,db_asset
4581,Icone 4581,,db_icon_unmapped,,,,all_icons_named_png/04581_icone_4581.png,all_icons_by_id_png/4581.png,db_asset
4582,Icone 4582,,db_icon_unmapped,,,,all_icons_named_png/04582_icone_4582.png,all_icons_by_id_png/4582.png,db_asset
4583,Icone 4583,,db_icon_unmapped,,,,all_icons_named_png/04583_icone_4583.png,all_icons_by_id_png/4583.png,db_asset
4584,Icone 4584,,db_icon_unmapped,,,,all_icons_named_png/04584_icone_4584.png,all_icons_by_id_png/4584.png,db_asset
4585,Pergaminho de Teletransporte,,item_id_match,item,4585,4585,all_icons_named_png/04585_pergaminho_de_teletransporte.png,all_icons_by_id_png/4585.png,db_asset
4586,Icone 4586,,db_icon_unmapped,,,,all_icons_named_png/04586_icone_4586.png,all_icons_by_id_png/4586.png,db_asset
4587,Icone 4587,,db_icon_unmapped,,,,all_icons_named_png/04587_icone_4587.png,all_icons_by_id_png/4587.png,db_asset
4588,Icone 4588,,db_icon_unmapped,,,,all_icons_named_png/04588_icone_4588.png,all_icons_by_id_png/4588.png,db_asset
4589,Icone 4589,,db_icon_unmapped,,,,all_icons_named_png/04589_icone_4589.png,all_icons_by_id_png/4589.png,db_asset
4590,Icone 4590,,db_icon_unmapped,,,,all_icons_named_png/04590_icone_4590.png,all_icons_by_id_png/4590.png,db_asset
4591,Icone 4591,,db_icon_unmapped,,,,all_icons_named_png/04591_icone_4591.png,all_icons_by_id_png/4591.png,db_asset
4592,Icone 4592,,db_icon_unmapped,,,,all_icons_named_png/04592_icone_4592.png,all_icons_by_id_png/4592.png,db_asset
4593,Icone 4593,,db_icon_unmapped,,,,all_icons_named_png/04593_icone_4593.png,all_icons_by_id_png/4593.png,db_asset
4594,Bolsa de remédios,Ameaça Ardilosa,item_id_match,item,4594,4594,all_icons_named_png/04594_bolsa_de_remedios.png,all_icons_by_id_png/4594.png,db_asset
4595,Moeda estranha,,item_id_match,item,4595,4595,all_icons_named_png/04595_moeda_estranha.png,all_icons_by_id_png/4595.png,db_asset
4596,Pedaço de papel,,item_id_match,item,4596,4596,all_icons_named_png/04596_pedaco_de_papel.png,all_icons_by_id_png/4596.png,db_asset
4597,Icone 4597,,db_icon_unmapped,,,,all_icons_named_png/04597_icone_4597.png,all_icons_by_id_png/4597.png,db_asset
4598,Icone 4598,,db_icon_unmapped,,,,all_icons_named_png/04598_icone_4598.png,all_icons_by_id_png/4598.png,db_asset
4599,Icone 4599,,db_icon_unmapped,,,,all_icons_named_png/04599_icone_4599.png,all_icons_by_id_png/4599.png,db_asset
4600,Icone 4600,,db_icon_unmapped,,,,all_icons_named_png/04600_icone_4600.png,all_icons_by_id_png/4600.png,db_asset
4601,Icone 4601,,db_icon_unmapped,,,,all_icons_named_png/04601_icone_4601.png,all_icons_by_id_png/4601.png,db_asset
4602,Icone 4602,,db_icon_unmapped,,,,all_icons_named_png/04602_icone_4602.png,all_icons_by_id_png/4602.png,db_asset
4603,Icone 4603,,db_icon_unmapped,,,,all_icons_named_png/04603_icone_4603.png,all_icons_by_id_png/4603.png,db_asset
4604,Icone 4604,,db_icon_unmapped,,,,all_icons_named_png/04604_icone_4604.png,all_icons_by_id_png/4604.png,db_asset
4605,Icone 4605,,db_icon_unmapped,,,,all_icons_named_png/04605_icone_4605.png,all_icons_by_id_png/4605.png,db_asset
4606,Pá de Karina,,item_id_match,item,4606,4606,all_icons_named_png/04606_pa_de_karina.png,all_icons_by_id_png/4606.png,db_asset
4607,Icone 4607,,db_icon_unmapped,,,,all_icons_named_png/04607_icone_4607.png,all_icons_by_id_png/4607.png,db_asset
4608,Icone 4608,,db_icon_unmapped,,,,all_icons_named_png/04608_icone_4608.png,all_icons_by_id_png/4608.png,db_asset
4609,Icone 4609,,db_icon_unmapped,,,,all_icons_named_png/04609_icone_4609.png,all_icons_by_id_png/4609.png,db_asset
4610,Icone 4610,,db_icon_unmapped,,,,all_icons_named_png/04610_icone_4610.png,all_icons_by_id_png/4610.png,db_asset
4611,Luzes Engraçadas,"A fonte de fagulhas cobrirá o inimigo da cabeça aos pés, fazendo-o sofrer fisicamente enquanto jatos de fogo acenderão o fervor dos inimigos próximos. Habilidade disponível apenas durante a Criação do Mundo.",skill_icon,skill,338,,all_icons_named_png/04611_luzes_engracadas.png,all_icons_by_id_png/4611.png,"skill_icon,db_asset"
4612,Ajuda do Barrica,"O Barrica ficou famoso ao participar de combates contra os oponentes mais perigosos. Seus golpes são traiçoeiros e fazem os inimigos sangrar. Além disso, o próprio Barrica garante que é um bom combatente! Habilidade disponível apenas durante a Criação do Mundo.",skill_icon,skill,337,,all_icons_named_png/04612_ajuda_do_barrica.png,all_icons_by_id_png/4612.png,"skill_icon,db_asset"
4613,Icone 4613,,db_icon_unmapped,,,,all_icons_named_png/04613_icone_4613.png,all_icons_by_id_png/4613.png,db_asset
